Offset: 5.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 187.5, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 187.66666666666666, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 188.0, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 188.5, Pitch: F4, Length: 0.25, Lyric: None
Offset: 188.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 189.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 189.25, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 189.66666666666666, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 189.66666666666666, Pitch: B3, Length: 0.3333333333333333, Lyric: None
Offset: 190.0, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 190.66666666666666, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 191.5, Pitch: B-3, Length: 0.25, Lyric: None
Offset: 191.66666666666666, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 192.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 192.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 193.0, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 196.5, Pitch: F#4, Length: 0.25, Lyric: None
Offset: 196.66666666666666, Pitch: G#4, Length: 0.3333333333333333, Lyric: None
Offset: 197.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 197.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 197.33333333333334, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 197.75, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 198.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 198.33333333333334, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 199.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 199.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 199.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 199.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 200.0, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 200.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 200.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 201.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 201.33333333333334, Pitch: G#3, Length: 0.6666666666666666, Lyric: None
Offset: 202.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 202.25, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 202.33333333333334, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 202.66666666666666, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 203.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 203.25, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 203.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 204.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 204.5, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 204.75, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 205.25, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 205.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 205.66666666666666, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 206.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 206.5, Pitch: F#4, Length: 0.25, Lyric: None
Offset: 206.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 207.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 207.25, Pitch: F#4, Length: 0.25, Lyric: None
Offset: 207.33333333333334, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 207.66666666666666, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 208.0, Pitch: F4, Length: 0.4166666666666667, Lyric: None
Offset: 208.33333333333334, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 209.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 209.0, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 209.33333333333334, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 209.75, Pitch: C#4, Length: 2.25, Lyric: None
Offset: 212.0, Pitch: C#4, Length: 0.4166666666666667, Lyric: None
Offset: 212.33333333333334, Pitch: G#3, Length: 0.6666666666666666, Lyric: None
Offset: 213.0, Pitch: B3, Length: 0.25, Lyric: None
Offset: 213.25, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 213.33333333333334, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 214.25, Pitch: F4, Length: 0.25, Lyric: None
Offset: 214.5, Pitch: F4, Length: 0.75, Lyric: None
Offset: 215.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 215.25, Pitch: F4, Length: 0.75, Lyric: None
Offset: 216.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 216.25, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 216.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 217.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 217.33333333333334, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 217.66666666666666, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 218.33333333333334, Pitch: F4, Length: 1.5, Lyric: None
Offset: 220.5, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 221.0, Pitch: B3, Length: 0.3333333333333333, Lyric: None
Offset: 221.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 221.33333333333334, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 222.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 222.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 222.5, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 222.75, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 223.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 223.33333333333334, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 224.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 224.5, Pitch: E-4, Length: 1.0, Lyric: None
Offset: 224.75, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 225.5, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 226.25, Pitch: B-3, Length: 0.25, Lyric: None
Offset: 226.5, Pitch: G#3, Length: 0.75, Lyric: None
Offset: 228.33333333333334, Pitch: G#3, Length: 0.6666666666666666, Lyric: None
Offset: 229.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 229.5, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 230.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 230.33333333333334, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 231.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 231.25, Pitch: F4, Length: 0.25, Lyric: None
Offset: 231.33333333333334, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 232.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 232.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 232.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 233.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 233.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 233.66666666666666, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 234.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 234.66666666666666, Pitch: F4, Length: 0.75, Lyric: None
Offset: 235.5, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 236.0, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 236.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 237.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 237.33333333333334, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 237.66666666666666, Pitch: C4, Length: 0.75, Lyric: None
Offset: 238.5, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 239.0, Pitch: C4, Length: 1.0, Lyric: None
Offset: 239.66666666666666, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 240.0, Pitch: C4, Length: 0.5, Lyric: None
Offset: 240.33333333333334, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 240.66666666666666, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 241.25, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 241.5, Pitch: G#3, Length: 2.5, Lyric: None
Offset: 244.0, Pitch: G#3, Length: 0.25, Lyric: None
Offset: 244.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 244.5, Pitch: F4, Length: 0.25, Lyric: None
Offset: 245.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 245.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 245.75, Pitch: G3, Length: 0.25, Lyric: None
Offset: 246.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 246.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 246.33333333333334, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 247.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 247.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 247.5, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 248.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 248.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 248.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 249.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 249.33333333333334, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 249.66666666666666, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 250.5, Pitch: B-3, Length: 1.25, Lyric: None
Offset: 252.25, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 252.66666666666666, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 253.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 253.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 254.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 254.0, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 254.33333333333334, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 255.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 255.5, Pitch: B3, Length: 0.5, Lyric: None
Offset: 256.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 256.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 257.0, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 257.3333333333333, Pitch: E4, Length: 0.3333333333333333, Lyric: None
Offset: 257.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 258.0, Pitch: C#4, Length: 2.0, Lyric: None
Offset: 260.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 260.5, Pitch: E4, Length: 0.5, Lyric: None
Offset: 261.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 261.25, Pitch: C#4, Length: 1.25, Lyric: None
Offset: 262.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 263.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 263.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 263.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 264.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 264.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 265.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 265.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 266.0, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 266.6666666666667, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 267.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 267.3333333333333, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 267.6666666666667, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 268.0, Pitch: F4, Length: 0.4166666666666667, Lyric: None
Offset: 268.3333333333333, Pitch: G#4, Length: 0.3333333333333333, Lyric: None
Offset: 269.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 269.5, Pitch: E-4, Length: 1.0, Lyric: None
Offset: 270.5, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 271.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 271.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 271.3333333333333, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 271.75, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 272.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 272.5, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 272.75, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 273.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 273.6666666666667, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 274.3333333333333, Pitch: B-3, Length: 1.6666666666666667, Lyric: None
Offset: 276.0, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 276.5, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 277.0, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 277.6666666666667, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 278.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 279.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 279.0, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 280.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 280.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 280.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 281.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 281.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 281.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 282.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 282.0, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 282.6666666666667, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 283.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 283.6666666666667, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 284.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 284.5, Pitch: G#3, Length: 0.25, Lyric: None
Offset: 285.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 285.3333333333333, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 285.6666666666667, Pitch: G#4, Length: 0.6666666666666666, Lyric: None
Offset: 286.3333333333333, Pitch: A4, Length: 0.3333333333333333, Lyric: None
Offset: 287.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 287.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 287.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 288.0, Pitch: E-4, Length: 0.4166666666666667, Lyric: None
Offset: 288.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 289.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 289.0, Pitch: F4, Length: 1.0, Lyric: None
Offset: 290.3333333333333, Pitch: F#4, Length: 0.3333333333333333, Lyric: None
Offset: 290.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 291.0, Pitch: F4, Length: 1.0, Lyric: None
Offset: 292.0, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 292.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 293.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 293.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 294.0, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 294.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 294.6666666666667, Pitch: E-4, Length: 1.0, Lyric: None
Offset: 295.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 295.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 296.0, Pitch: E-4, Length: 0.4166666666666667, Lyric: None
Offset: 296.3333333333333, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 296.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 297.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 297.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 297.6666666666667, Pitch: C#4, Length: 2.3333333333333335, Lyric: None
Offset: 300.0, Pitch: F#4, Length: 0.25, Lyric: None
Offset: 300.0, Pitch: G#4, Length: 0.25, Lyric: None
Offset: 300.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 301.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 301.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 301.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 302.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 302.3333333333333, Pitch: F4, Length: 0.5, Lyric: None
Offset: 302.75, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 303.25, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 303.75, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 304.25, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 304.5, Pitch: F4, Length: 0.25, Lyric: None
Offset: 304.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 305.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 305.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 305.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 306.0, Pitch: C#4, Length: 2.0, Lyric: None
Offset: 308.0, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 308.5, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 308.75, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 309.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 310.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 310.25, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 310.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 310.6666666666667, Pitch: E-4, Length: 1.0, Lyric: None
Offset: 311.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 311.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 312.0, Pitch: E-4, Length: 0.4166666666666667, Lyric: None
Offset: 312.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 313.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 313.5, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 314.3333333333333, Pitch: F4, Length: 1.0, Lyric: None
Offset: 315.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 315.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 316.0, Pitch: E-4, Length: 0.4166666666666667, Lyric: None
Offset: 316.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 317.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 318.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 318.0, Pitch: E-4, Length: 1.25, Lyric: None
Offset: 319.5, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 319.75, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 320.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 320.6666666666667, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 321.25, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 321.5, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 321.75, Pitch: C#4, Length: 2.25, Lyric: None
Offset: 324.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 324.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 325.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 325.5, Pitch: G#4, Length: 0.25, Lyric: None
Offset: 325.6666666666667, Pitch: B-4, Length: 0.3333333333333333, Lyric: None
Offset: 326.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 326.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 327.0, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 327.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 328.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 328.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 329.0, Pitch: B-4, Length: 0.5, Lyric: None
Offset: 329.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 329.3333333333333, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 329.75, Pitch: C#4, Length: 2.25, Lyric: None
Offset: 332.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 332.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 333.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 333.25, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 333.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 334.0, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 334.5, Pitch: F4, Length: 0.25, Lyric: None
Offset: 334.6666666666667, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 335.25, Pitch: G#3, Length: 0.75, Lyric: None
Offset: 336.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 336.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 336.3333333333333, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 337.25, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 337.5, Pitch: F4, Length: 1.0, Lyric: None
Offset: 340.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 341.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 341.3333333333333, Pitch: G#4, Length: 0.3333333333333333, Lyric: None
Offset: 341.6666666666667, Pitch: B-4, Length: 0.3333333333333333, Lyric: None
Offset: 342.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 342.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 343.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 343.5, Pitch: F4, Length: 0.5, Lyric: None
Offset: 344.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 344.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 345.0, Pitch: C#5, Length: 0.25, Lyric: None
Offset: 345.0, Pitch: E-5, Length: 0.25, Lyric: None
Offset: 345.5, Pitch: C#5, Length: 0.5, Lyric: None
Offset: 346.0, Pitch: C#5, Length: 2.0, Lyric: None
Offset: 348.0, Pitch: C#5, Length: 0.3333333333333333, Lyric: None
Offset: 348.3333333333333, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 349.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 349.5, Pitch: G#4, Length: 0.25, Lyric: None
Offset: 349.6666666666667, Pitch: B-4, Length: 0.3333333333333333, Lyric: None
Offset: 350.0, Pitch: F4, Length: 1.5, Lyric: None
Offset: 351.0, Pitch: G#4, Length: 0.25, Lyric: None
Offset: 351.5, Pitch: F4, Length: 0.25, Lyric: None
Offset: 352.0, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 352.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 353.0, Pitch: B-4, Length: 0.5, Lyric: None
Offset: 353.3333333333333, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 353.6666666666667, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 354.0, Pitch: E-4, Length: 2.0, Lyric: None
Offset: 356.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 356.5, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 357.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 357.3333333333333, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 358.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 358.25, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 358.25, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 358.6666666666667, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 359.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 359.5, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 360.0, Pitch: E-4, Length: 0.75, Lyric: None
Offset: 360.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 360.6666666666667, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 361.25, Pitch: F4, Length: 0.25, Lyric: None
Offset: 361.5, Pitch: F4, Length: 0.75, Lyric: None
Offset: 362.5, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 363.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 363.25, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 363.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 364.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 364.0, Pitch: C#4, Length: 0.08333333333333333, Lyric: None
Offset: 364.25, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 364.3333333333333, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 365.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 365.25, Pitch: B-3, Length: 0.25, Lyric: None
Offset: 365.5, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 366.25, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 366.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 366.6666666666667, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 367.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 367.25, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 367.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 367.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 368.0, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 368.25, Pitch: B-3, Length: 0.25, Lyric: None
Offset: 368.3333333333333, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 368.6666666666667, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 369.0, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 369.0, Pitch: E-4, Length: 1.0, Lyric: None
Offset: 370.25, Pitch: G#3, Length: 0.25, Lyric: None
Offset: 370.3333333333333, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 370.6666666666667, Pitch: B-3, Length: 0.6666666666666666, Lyric: None
Offset: 371.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 371.25, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 371.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 371.3333333333333, Pitch: B-3, Length: 0.6666666666666666, Lyric: None
Offset: 372.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 372.0, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
